ID,Dataset,Ship ID,SHIPTYPE,TYPE,DETAILED TYPE,Name,CPA time,Rain,Temperature,Wind,Sea state,Rain state,Length,Width
774,C,367,70,Cargo,General Cargo,MOMI ARROW,150,0, - ,0,1,No rain,190,32
775,C,247,80,Tanker,Oil Products Tanker,ROMULO ALMEIDA,150,0,32.4,0,1,No rain,183,32
776,C,129,80,Tanker,Shuttle Tanker,SALLIE KNUTSEN,150,0,32.4,0,1,No rain,274,50
777,C,345,70,Cargo,Container Ship,MAERSK LEON,150,0,15.9,2,1,No rain,300,46
778,C,368,70,Cargo,Bulk Carrier,VIDYUT / VANSHI,150,0,17.4,1.1,1,No rain,290,45
779,C,369,70,Cargo,Container Ship,MSC LUDOVICA,115,0,22.8,7.4,4,No rain,300,40
780,C,210,59,Special Craft,Supply Vessel,SIEM GIANT,150,0,24.1,5,3,No rain,88,19
781,C,370,80,Tanker,Oil/Chemical Tanker,GRACE LUCRUM,150,0,23.8,6.4,3,No rain,183,32
782,C,371,70,Cargo,Container Ship,SYDNEY EXPRESS,150,0,22.6,8.9,4,No rain,300,48
783,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,25.4,9.6,4,No rain,12,4
784,C,271,84,Tanker,LPG Tanker,GASCHEM ARCTIC,150,0,27.1,4.1,2,No rain,129,18
785,C,222,31,Tug,Tug,OCEANICASUB II,150,1.2,19.3,4.5,3,Moderate,34,10
786,C,18,50,Special Craft,Pilot Vessel,PILOT 14,120,0,19.6,5.8,3,No rain,12,4
787,C,369,70,Cargo,Container Ship,MSC LUDOVICA,115,0,22.8,7.4,4,No rain,300,40
788,C,63,50,Special Craft,Pilot Vessel,PILOT 11,150,2.2,20.3,4.9,3,Moderate,13,4
789,C,372,59,Special Craft,Mooring Vessel,TS FISSURADO,150,0,20.7,4.1,2,No rain,29,10
790,C,370,80,Tanker,Oil/Chemical Tanker,GRACE LUCRUM,150,0,23.8,6.4,3,No rain,183,32
791,C,371,70,Cargo,Container Ship,SYDNEY EXPRESS,150,0,22.6,8.9,4,No rain,300,48
792,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,25.4,9.6,4,No rain,12,4
793,C,271,84,Tanker,LPG Tanker,GASCHEM ARCTIC,150,0,27.1,4.1,2,No rain,129,18
794,C,222,31,Tug,Tug,OCEANICASUB II,150,1.2,19.3,4.5,3,Moderate,34,10
795,C,18,50,Special Craft,Pilot Vessel,PILOT 14,120,0,19.6,5.8,3,No rain,12,4
796,C,373,30,Fishing,Fishing Vessel,ESTRELA DE KALY I,150,0,25.7,3.7,2,No rain,21,6
797,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,25.2,2,1,No rain,12,4
798,C,276,31,Tug,Tug,SEA MOBY DICK,120,0,23.2,7.7,4,No rain,24,6
799,C,225,37,Pleasure Craft,Pleasure Craft,PAPA GOLFE,150,0,24.8,3.8,2,No rain,36,8
800,C,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER,120, - , - , - ,7,Very Heavy,95,24
801,C,374,70,Cargo,General Cargo,INOI,150,0,29.1,1.8,1,No rain,177,28
802,C,375,50,Special Craft,Pilot Vessel,PILOT BOAT I,150,0,30.1,2.2,1,No rain,8,3
803,C,375,50,Special Craft,Pilot Vessel,PILOT BOAT I,150,0,25.3,2.2,1,No rain,8,3
804,C,376,60-69,Passenger,Passenger Ship,COSTA PACIFICA,150,0,30.5,3.1,2,No rain,290,36
805,C,377,80,Tanker,Oil Products Tanker,ETC NEFERTARI,85,0,21.4,0.4,1,No rain,189,32
806,C,284,60-69,Passenger,Passenger Ship,MSC MUSICA,150,0,24,0,1,No rain,294,32
807,C,182,80,Tanker,Oil/Chemical Tanker,D&K ABDUL RAZZAK KHALID ZAID,150,0,21,0,1,No rain,183,32
808,C,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE,150,0,25.8,3.5,2,No rain,64,15
809,C,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER,88,0,26.2,7.7,4,No rain,95,24
810,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,23.2,12.1,5,No rain,12,4
811,C,378,70,Cargo,Bulk Carrier,ADRIATICA GRAECA,150,0,23.8,10.3,5,No rain,225,32
812,C,332,31,Tug,Tug,TS FAVORITO,150,0,21.8,3.2,2,No rain,30,10
813,C,16,50,Special Craft,Pilot Vessel,PILOT 08,139,0,22.2,3.6,2,No rain,12,4
814,C,5,50,Special Craft,Pilot Vessel,PILOT 09,88,2.4,22.2,10.8,5,Moderate,12,4
815,C,379,80,Tanker,Oil/Chemical Tanker,HUEMUL,150,1.8,21.1,2.9,2,Moderate,161,23
816,C,209,80,Tanker,Oil/Chemical Tanker,TARUCA,82,1.8,21.9,2,1,Moderate,144,24
817,C,380,59,Special Craft,Offshore Supply Ship,MAERSK ACHIEVER,110,0,22.9,7.5,4,No rain,90,23
818,C,354,70,Cargo,Container Ship,BREMERHAVEN EXPRESS,92,0,23.4,2.5,1,No rain,300,48
819,C,249,31,Tug,Tug,TS MARRENTO,150,0,27.7,5.3,3,No rain,30,10
820,C,381,70,Cargo,Bulk Carrier,RAYS,150,0,24.3,10.7,5,No rain,177,30
821,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,117,0,24.3,8.7,4,No rain,72,17
822,C,382,31,Tug,Tug,VB RASANT,150,0,23.3,3,2,No rain,25,11
823,C,383,60-69,Passenger,Passenger Ship,INSIGNIA,150,0,24.2,2.3,1,No rain,181,26
824,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,31.1,6.4,3,No rain,72,17
825,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,25.6,2.8,2,No rain,72,17
826,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,25.2,4.4,2,No rain,72,17
827,C,372,59,Special Craft,Mooring Vessel,TS FISSURADO,144,0,23.1,2.7,2,No rain,29,10
828,C,384,30,Fishing,Fishing Vessel,PACHECO 0,150,0,24.7,5,3,No rain,18,6
829,C,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE,150,0,25.8,3.5,2,No rain,64,15
830,C,385,70,Cargo,Bulk Carrier,ERIETTA,150,0,24.7,2.3,1,No rain,200,32
831,C,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER,88,0,26.2,7.7,4,No rain,95,24
832,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,23.2,12.1,5,No rain,12,4
833,C,378,70,Cargo,Bulk Carrier,ADRIATICA GRAECA,150,0,23.8,10.3,5,No rain,225,32
834,C,332,31,Tug,Tug,TS FAVORITO,150,0,21.8,3.2,2,No rain,30,10
835,C,16,50,Special Craft,Pilot Vessel,PILOT 08,139,0,22.2,3.6,2,No rain,12,4
836,C,5,50,Special Craft,Pilot Vessel,PILOT 09,88,2.4,22.2,10.8,5,Moderate,12,4
837,C,293,31,Tug,Tug/Supply Vessel,SKANDI IPANEMA,150,0.4,22.1,14.5,6,Light,74,17
838,C,379,80,Tanker,Oil/Chemical Tanker,HUEMUL,150,1.8,21.1,2.9,2,Moderate,161,23
839,C,209,80,Tanker,Oil/Chemical Tanker,TARUCA,82,1.8,21.9,2,1,Moderate,144,24
840,C,380,59,Special Craft,Offshore Supply Ship,MAERSK ACHIEVER,110,0,22.9,7.5,4,No rain,90,23
841,C,354,70,Cargo,Container Ship,BREMERHAVEN EXPRESS,92,0,23.4,2.5,1,No rain,300,48
842,C,249,31,Tug,Tug,TS MARRENTO,150,0,27.7,5.3,3,No rain,30,10
843,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,117,0,24.3,8.7,4,No rain,72,17
844,C,382,31,Tug,Tug,VB RASANT,150,0,23.3,3,2,No rain,25,11
845,C,383,60-69,Passenger,Passenger Ship,INSIGNIA,150,0,24.2,2.3,1,No rain,181,26
846,C,190,59,Special Craft,Anchor Handling Vessel,NORMAND TURQUESA,150,0,24.9,2.3,1,No rain,81,18
847,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,31.1,6.4,3,No rain,72,17
848,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,25.6,2.8,2,No rain,72,17
849,C,386,70,Cargo,Bulk Carrier,KM VANCOUVER,150,0,25.9,6.1,3,No rain,200,32
850,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,25.2,3.3,2,No rain,72,17
851,C,372,59,Special Craft,Mooring Vessel,TS FISSURADO,144,0,23.1,2.7,2,No rain,29,10
852,C,384,30,Fishing,Fishing Vessel,PACHECO 0,150,0,24.7,5,3,No rain,18,6
853,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,23,3.9,2,No rain,12,4
854,C,66,59,Special Craft,Offshore Supply Ship,MAERSK VENTURA,150,0,24.1,3.6,2,No rain,81,19
855,C,164,70,Cargo,Container Ship,LOG IN PANTANAL,109,0,24.2,8.4,4,No rain,182,25
856,C,387,70,Cargo,General Cargo,BBC SAPPHIRE,150,0,22.7,7.8,4,No rain,154,24
857,C,388,30,Fishing,Fishing Vessel,PORTO VITORIA,150,0,23.5,11.9,5,No rain,26,6
858,C,389,70,Cargo,Container Ship,DORNBUSCH,150,2.2,22.7,8.5,4,Moderate,100,18
859,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0.2,19.8,8.5,4,Light,12,4
860,C,390,60-69,Passenger,Ro-Ro/Passenger Ship,VIROT,140,0,24.3,4.8,3,No rain,64,12
861,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,21.2,5.5,3,No rain,72,17
862,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,23.4,3,2,No rain,72,17
863,C,286,59,Special Craft,Supply Vessel,PARCEL DAS PAREDES,150,0,21.8,6,3,No rain,81,18
864,C,291,50,Special Craft,Pilot Vessel,SPARTA MX,150,0,24.2,2.6,2,No rain,12,3
865,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,22.7,3.6,2,No rain,72,17
866,C,280,33,Special Craft,Suction Dredger,ABBOTSGRANGE,150,0,23.1,1.5,1,No rain,76,15
867,C,249,31,Tug,Tug,TS MARRENTO,150,0,26.7,3.8,2,No rain,30,10
868,C,132,59,Special Craft,Offshore Supply Ship,SAAVEDRA TIDE,104,0,27.3,6.2,3,No rain,84,18
869,C,83,59,Special Craft,Offshore Supply Ship,SIEM ATLAS,107,0,22.8,4.8,3,No rain,88,19
870,C,391,31,Tug,Tug,NORSUL ABROLHOS,150,0,24.6,3.5,2,No rain,33,12
871,C,203,70,Cargo,Bulk Carrier,CONDOR HAMBURG,91,0,19.9,3.2,2,No rain,178,28
872,C,392,80,Tanker,Oil/Chemical Tanker,ENDLESS SUMMER,138,0,21,4.7,3,No rain,183,32
873,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,20.8,1.8,1,No rain,72,17
874,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,22.2,6.9,3,No rain,12,4
875,C,16,50,Special Craft,Pilot Vessel,PILOT 08,130,0,23.2,3.9,2,No rain,12,4
876,C,393,70,Cargo,Container Ship,TUBUL,150,0,22.3,3.2,2,No rain,300,46
877,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,24.7,3.6,2,No rain,12,4
878,C,73,59,Special Craft,Offshore Supply Ship,C OURO,150,0,20.1,4.4,2,No rain,72,17
879,C,394,59,Special Craft,Offshore Supply Ship,JOE GRIFFIN,150,0,21.9,4.1,2,No rain,85,18
880,C,280,33,Special Craft,Suction Dredger,ABBOTSGRANGE,150,0,22.9,6,3,No rain,76,15
881,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,25.4,4.7,3,No rain,12,4
882,C,395,80,Tanker,Oil/Chemical Tanker,GLOB,76,0,23,3.6,2,No rain,108,17
883,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,22.3,2.1,1,No rain,72,17
884,C,200,70,Cargo,Bulk Carrier,FIGALIA PRUDENCE,150,0,23.8,4,2,No rain,229,32
885,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,27.1,3.1,2,No rain,72,17
886,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,115,0,23.5,5.3,3,No rain,72,17
887,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,128,0,23.2,18.6,6,No rain,72,17
888,C,294,59,Special Craft,Offshore Supply Ship,CBO ANITA,150,0,18.9,5.3,3,No rain,75,17
889,C,276,31,Tug,Tug,SEA MOBY DICK,150,0,19.6,2.7,2,No rain,24,6
890,C,396,84,Tanker,LPG Tanker,EPIC ST.THOMAS,150,0,19.2,5,3,No rain,100,17
891,C,292,70,Cargo,Container Ship,MSC BARBARA,150,0,20.2,4.8,3,No rain,303,40
892,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,24.8,6.2,3,No rain,72,17
893,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,27.3,4.6,3,No rain,72,17
894,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,24.6,5.2,3,No rain,72,17
895,C,397,70,Cargo,Vehicles Carrier,ARC RESOLVE,150,0,24.3,5.6,3,No rain,199,32
896,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,22.1,6.8,3,No rain,72,17
897,C,398,31,Tug,Tug,TS METIDO,150,0.2,18.1,6,3,Light,27,10
898,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,19.2,5.8,3,No rain,72,17
899,C,16,50,Special Craft,Pilot Vessel,PILOT 08,80, - , - , - ,7,Very Heavy,12,4
900,C,399,50,Special Craft,Pilot Vessel,PILOT 05,150,0,21.8,2.2,1,No rain,11,4
901,C,400,80,Tanker,Crude Oil Tanker,ARAGONA,150, - , - , - ,7,Very Heavy,333,60
902,C,401,80,Tanker,Crude Oil Tanker,AEGEAN,150, - , - , - ,7,Very Heavy,333,60
903,C,400,80,Tanker,Crude Oil Tanker,ARAGONA,150, - , - , - ,7,Very Heavy,333,60
904,C,402,80,Tanker,Oil/Chemical Tanker,SAKURA CREST,150, - , - , - ,7,Very Heavy,170,27
905,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,23.4,12.9,6,No rain,12,4
906,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,26.4,4.3,2,No rain,12,4
907,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,21.3,9.6,4,No rain,12,4
908,C,251,31,Tug,Tug,PALMAS II,150,0,27.4,3.8,2,No rain,26,6
909,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,24.9,7.4,4,No rain,12,4
910,C,31,70,Cargo,Container Ship,MERCOSUL ITAJAI,150,0,26.2,8.7,4,No rain,195,32
911,C,403,70,Cargo,Container Ship,AGIOS DIMITRIOS,150,0,24.8,2.8,2,No rain,299,40
912,C,210,59,Special Craft,Supply Vessel,SIEM GIANT,150,0,26.3,4.9,3,No rain,88,19
913,C,164,70,Cargo,Container Ship,LOG IN PANTANAL,150,0,24.6,2.7,2,No rain,182,25
914,C,404,50,Special Craft,Pilot Vessel,TISSOT RIO,150,0,24.4,3.2,2,No rain,10,4
915,C,405,80,Tanker,Crude Oil Tanker,DHT COLT,150,0,23.7,2,1,No rain,336,60
916,C,176,80,Tanker,Oil/Chemical Tanker,SEAWAYS KENOSHA,150,0,26,2.6,2,No rain,183,32
917,C,229,70,Cargo,Ro-Ro/Container Carrier,GRANDE BRASILE,150,0,22.8,3.6,2,No rain,214,32
918,C,210,59,Special Craft,Supply Vessel,SIEM GIANT,150,0,25.5,2.3,1,No rain,88,19
919,C,406,70,Cargo,Cargo,SUMMER,150,0,20.1,4.3,2,No rain,88,14
920,C,407,80,Tanker,Crude Oil Tanker,DIAS I,150,0,25.8,4.8,3,No rain,330,60
921,C,408,80,Tanker,Oil Products Tanker,NAVE SPHERICAL,150,0,24.4,3.2,2,No rain,330,60
922,C,409,80,Tanker,Crude Oil Tanker,VIOLANDO,150, - , - , - ,7,Very Heavy,274,50
923,C,399,50,Special Craft,Pilot Vessel,PILOT 05,150, - , - , - ,7,Very Heavy,11,4
924,C,399,50,Special Craft,Pilot Vessel,PILOT 05,150, - , - , - ,7,Very Heavy,11,4
925,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,20.3,8.9,4,No rain,72,17
926,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,20.2,8.1,4,No rain,12,4
927,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,19.9,6.4,3,No rain,12,4
928,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,150,0,18.7,7.4,4,No rain,72,17
929,C,292,70,Cargo,Container Ship,MSC BARBARA,150,0,18.9,7.6,4,No rain,303,40
930,C,410,70,Cargo,Bulk Carrier,MAKEDONIKOS,150,0,19.3,8.1,4,No rain,200,32
931,C,411,70,Cargo,Ro-Ro/Container Carrier,GRANDE BUENOS AIRES,150,0,21,4.8,3,No rain,214,32
932,C,412,80,Tanker,Oil/Chemical Tanker,LINCOLN PARK,150,0,23.2,5.3,3,No rain,141,24
933,C,210,59,Special Craft,Supply Vessel,SIEM GIANT,150,0,27.1,4.5,3,No rain,88,19
934,C,413,80,Tanker,Crude Oil Tanker,MARAN LEO,61,0,25.2,1.7,1,No rain,333,60
935,C,414,80,Tanker,Crude Oil Tanker,SONANGOL CAZENGA,150,0,20.5,2,1,No rain,274,48
936,C,415,80,Tanker,Crude Oil Tanker,BELLA CIAO,150,0,23.2,1.8,1,No rain,274,48
937,C,416,70,Cargo,Container Ship,MSC DARDANELLES,150,0,21.4,3,2,No rain,300,40
938,C,417,80,Tanker,Crude Oil Tanker,FRONT CRYSTAL,139,0,26.1,7.5,4,No rain,276,48
939,C,418,80,Tanker,Crude Oil Tanker,DHT BRONCO,139,0,18.9,1.9,1,No rain,333,60
940,C,419,70,Cargo,Container Ship,GSL ELEFTHERIA,150,0,24.9,3,2,No rain,228,32
941,C,420,80,Tanker,Oil/Chemical Tanker,CLEAROCEAN MAGIC,150,0,20.7,2.2,1,No rain,183,32
942,C,421,59,Special Craft,Motor Hopper,TIGER,150,0,20.2,8.8,4,No rain,98,20
943,C,422,70,Cargo,Bulk Carrier,AGIA VALENTINI,150,0,19.7,8.6,4,No rain,229,32
944,C,18,50,Special Craft,Pilot Vessel,PILOT 14,108,0,21.2,2.4,1,No rain,12,4
945,C,6,50,Special Craft,Pilot Vessel,PILOT 20,150,0,22.1,4.3,2,No rain,13,5
946,C,17,50,Special Craft,Pilot Vessel,RED I,150,7.4,20.7,18.5,6,Heavy,12,3
947,C,423,70,Cargo,Bulk Carrier,PALAU,150,0,20.2,8.1,4,No rain,177,29
948,C,424,80,Tanker,Crude Oil Tanker,SONANGOL CABINDA,150,0,19.3,9,4,No rain,274,48
949,C,234,70,Cargo,Container Ship,MSC CORUNA,150,0,20.1,13.6,6,No rain,270,40
950,C,425,70,Cargo,Bulk Carrier,RB LEAH,150,0,20.7,6.3,3,No rain,229,32
951,C,426,70,Cargo,Bulk Carrier,DENSA SHARK,150,0,20.7,4.8,3,No rain,292,45
952,C,427,33,Special Craft,Suction Dredger,LELYSTAD,150,0,17.8,2.6,2,No rain,137,26
953,C,428,70,Cargo,General Cargo,JACAMAR ARROW,150,0,19.3,2.9,2,No rain,199,31
954,C,429,70,Cargo,Container Ship,MSC NOA,150,0,20.6,12.5,5,No rain,304,40
955,C,430,70,Cargo,Bulk Carrier,KYPROS BRAVERY,150,0,21.4,6.9,3,No rain,225,32
956,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,22,5.4,3,No rain,12,4
957,C,431,80,Tanker,Crude Oil Tanker,STATIA,130,0,24.6,4.2,2,No rain,274,48
958,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,23.9,6.3,3,No rain,12,4
959,C,164,70,Cargo,Container Ship,LOG IN PANTANAL,150,0,27.3,6.4,3,No rain,182,25
960,C,432,70,Cargo,Bulk Carrier,MARIPERLA,150,0,25.8,2.9,2,No rain,292,45
961,C,433,70,Cargo,Container Ship,CMA CGM NIAGARA,72,0,24.6,4.9,3,No rain,300,48
962,C,434,30,Fishing,Fishing Vessel,CHARMOSO,150,0,21.9,7.3,4,No rain,20,6
963,C,435,70,Cargo,Bulk Carrier,CARLOTA BOLTEN,130,0,31.7,3.8,2,No rain,180,30
964,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,25.4,3.6,2,No rain,12,4
965,C,436,80,Tanker,Crude Oil Tanker,FRONT SANTIAGO,150,0,22.1,2.1,1,No rain,275,48
966,C,437,80,Tanker,Crude Oil Tanker,PENTATHLON,150,0,28.4,3.5,2,No rain,274,48
967,C,399,50,Special Craft,Pilot Vessel,PILOT 05,91,0,28.6,5.7,3,No rain,11,4
968,C,438,80,Tanker,Crude Oil Tanker,ANDAMAN,150,0,28.8,2.6,2,No rain,333,60
969,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,26.8,3.1,2,No rain,12,4
970,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,25.1,5.8,3,No rain,12,4
971,C,305,50,Special Craft,Pilot Vessel,PILOT 02,150,0,20.6,2.2,1,No rain,12,4
972,C,439,70,Cargo,Container Ship,MSC SOFIA CELESTE,125,0,20.6,2.2,1,No rain,300,48
973,C,20,59,Special Craft,Offshore Supply Ship,GH NAVIGATOR,150,2.8,18.5,6.1,3,Moderate,77,18
974,C,440,80,Tanker,Crude Oil Tanker,MARAN MARS,150,0,17.8,1.7,1,No rain,336,60
975,C,441,31,Tug,Tug,DELPHINUS,78,0,25.5,4.4,2,No rain,32,12
976,C,18,50,Special Craft,Pilot Vessel,PILOT 14,150,0,20,12,5,No rain,12,4
977,C,19,50,Special Craft,Pilot Vessel,PILOT 12,150,0,22.9,5.6,3,No rain,12,4
978,C,442,59,Special Craft,Mooring Vessel,SAAM CETUS,150,0,21.5,3.5,2,No rain,32,13
979,C,443,59,Special Craft,Offshore Supply Ship,CBO IPANEMA,116,3.4,20.5,7.4,4,Moderate,89,19
980,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,23.1,8,4,No rain,12,4
981,C,444,30,Fishing,Fishing Vessel,JOSE AUGUSTO IV,150,0,22.4,2.7,2,No rain,24,7
982,C,445,80,Tanker,Crude Oil Tanker,HOMERIC,150,0,22.6,2.3,1,No rain,274,48
983,C,446,70,Cargo,Container Ship,DUBLIN EXPRESS,131,0,23.5, - ,7,No rain,281,32
984,C,164,70,Cargo,Container Ship,LOG IN PANTANAL,150,0,17.4,5.1,3,No rain,182,25
985,C,447,70,Cargo,Container Ship,MERCOSUL SANTOS,130,0,20.4,6.8,3,No rain,210,30
986,C,238,70,Cargo,Container Ship,MSC CATERINA,132,0,21.5,15.3,6,No rain,300,48
987,C,448,70,Cargo,Bulk Carrier,SANTAMARIA,150,0,20.6, - ,7,No rain,180,28
988,C,449,80,Tanker,Oil/Chemical Tanker,LAVRAKI,150,0,18.1,9.2,4,No rain,145,24
989,C,183,59,Special Craft,Motor Hopper,HANG BO 2003,150,0,22,5.1,3,No rain,72,17
990,C,197,59,Special Craft,Motor Hopper,HANG BO 2002,113,0,22.5,9.4,4,No rain,72,17
991,C,5,50,Special Craft,Pilot Vessel,PILOT 09,133,0,22.8,4.3,2,No rain,12,4
992,C,305,50,Special Craft,Pilot Vessel,PILOT 02,102,0,22.8,9.1,4,No rain,12,4
993,C,5,50,Special Craft,Pilot Vessel,PILOT 09,150,0,23.6,3,2,No rain,12,4
994,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,23.5,2.9,2,No rain,12,4
995,C,16,50,Special Craft,Pilot Vessel,PILOT 08,150,0,26.7,3.4,2,No rain,12,4
996,C,450,70,Cargo,Bulk Carrier,FIRST SKY,150,0,27.3,3.5,2,No rain,200,32
997,D,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,27.6,2.7,2,No rain,11,4
998,D,451,70,Cargo,Container Ship,GSL VIOLETTA, - ,0,26.6,5.7,3,No rain,277,40
999,D,452,70,Cargo,Container Ship,HUTTON / VILANO, - ,0,24.7,6,3,No rain,222,30
1000,D,307,59,Special Craft,Multi Purpose Offshore Vessel,OCEANICASUB VII, - ,0,22.5,3,2,No rain,80,18
1001,D,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,22.7,7,4,No rain,64,15
1002,D,453,70,Cargo,Bulk Carrier,NEW LOTUS, - ,0,23.4,8.1,4,No rain,180,31
1003,D,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,24.8,9.2,4,No rain,11,4
1004,D,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,24,4.6,3,No rain,64,15
1005,D,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,24.1,11.8,5,No rain,11,4
1006,D,62,59,Special Craft,Anchor Handling Vessel,SKANDI PEREGRINO, - ,0,22.6,10.4,5,No rain,75,17
1007,D,62,59,Special Craft,Anchor Handling Vessel,SKANDI PEREGRINO, - ,0,19.8,3.2,2,No rain,75,17
1008,D,198,70,Cargo,Bulk Carrier,JOLANDA, - ,0,19.3,3.9,2,No rain,292,45
1009,D,454,70,Cargo,Bulk Carrier,CAPE PYLOS, - ,0,21.1,1.5,1,No rain,291,45
1010,D,455,30,Fishing,Fishing Vessel,PILOTS IV, - ,0,19.6,6.7,3,No rain,19,15
1011,D,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,23.3,5.1,3,No rain,11,4
1012,D,261,59,Special Craft,Offshore Supply Ship,DONG YUAN 502, - ,0,23.4,4.4,2,No rain,53,13
1013,D,294,59,Special Craft,Offshore Supply Ship,CBO ANITA, - ,0,20.2,12.2,5,No rain,75,17
1014,D,62,59,Special Craft,Anchor Handling Vessel,SKANDI PEREGRINO, - ,0,22.9,3.5,2,No rain,75,17
1015,D,456,70,Cargo,Bulk Carrier,GLOBE CLEOPATRA, - ,0,24.4,8.5,4,No rain,190,32
1016,D,135,59,Special Craft,Offshore Supply Ship,MONTY ORR TIDE, - ,0,24.5,8.7,4,No rain,84,18
1017,D,250,40-49,High-Speed Craft,High-Speed Craft,MENINO DO RIO, - ,0,28.1,8.6,4,No rain,22,10
1018,D,108,59,Special Craft,Offshore Supply Ship,DON IGNACIO, - ,0,27,3.4,2,No rain,62,14
1019,D,457,70,Cargo,Container Ship,CAPE SOUNIO, - ,0,26.4,5.8,3,No rain,330,48
1020,D,458,70,Cargo,Container Ship,ISTANBUL EXPRESS, - ,0,28.3,3.9,2,No rain,300,48
1021,D,459,80,Tanker,Oil/Chemical Tanker,NQ ACACIA, - ,0,27.5,2.6,2,No rain,156,27
1022,D,250,40-49,High-Speed Craft,High-Speed Craft,MENINO DO RIO, - ,0,26.5,4,2,No rain,22,10
1023,D,460,60-69,Passenger,Passenger Ship,ITAIPU, - ,0,24.2,1.6,1,No rain,41,10
1024,D,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,30.6,6.4,3,No rain,11,4
1025,D,461,31,Tug,Tug,SAAM CARIPUNA, - ,0,30.4,3,2,No rain,30,11
1026,D,462,60-69,Passenger,Passenger Ship,COSTA FASCINOSA, - ,0,26.5,3.6,2,No rain,290,36
1027,D,316,80,Tanker,Oil/Chemical Tanker,DAMAS / RIMAR, - ,0,21.9,1.8,1,No rain,183,32
1028,D,60,33,Special Craft,Suction Dredger,PEARL RIVER, - ,0,31.4,4.5,3,No rain,182,28
1029,D,60,33,Special Craft,Suction Dredger,PEARL RIVER, - ,0,32.9,3.8,2,No rain,182,28
1030,D,261,59,Special Craft,Offshore Supply Ship,DONG YUAN 502, - ,0,26.2,7.2,4,No rain,53,13
1031,D,463,60-69,Passenger,Passenger Ship,SEABOURN QUEST, - ,0,26.6,5.3,3,No rain,198,26
